dteday,season,yr,weekday,hr,rider_type,riders,price,cogs,revenue,profit
2022-10-16,4,1,2,6,registered,168,4.99,1.56,838.32,836.76
2022-09-18,3,1,2,20,registered,271,4.99,1.56,1352.29,1350.73
2022-09-05,3,1,3,9,registered,263,4.99,1.56,1312.37,1310.81
2022-09-18,3,1,2,14,casual,27,4.99,1.56,134.73,133.17
2022-03-17,1,1,6,16,casual,367,4.99,1.56,1831.33,1829.77
2022-06-13,2,1,3,13,casual,52,4.99,1.56,259.48,257.92
2022-06-22,3,1,5,22,registered,155,4.99,1.56,773.45,771.89
2022-01-23,1,1,1,17,registered,270,4.99,1.56,1347.30,1345.74
2022-06-22,3,1,5,4,casual,3,4.99,1.56,14.97,13.41
2022-06-21,3,1,4,17,casual,80,4.99,1.56,399.20,397.64
2022-04-21,2,1,6,5,casual,0,4.99,1.56,0.00,-1.56
2022-02-10,1,1,5,2,casual,7,4.99,1.56,34.93,33.37
2022-02-27,1,1,1,4,registered,1,4.99,1.56,4.99,3.43
2022-04-16,2,1,1,6,registered,123,4.99,1.56,613.77,612.21
2022-04-26,2,1,4,16,registered,281,4.99,1.56,1402.19,1400.63
2022-06-01,2,1,5,5,registered,41,4.99,1.56,204.59,203.03
2022-03-14,1,1,3,13,registered,197,4.99,1.56,983.03,981.47
2022-07-05,3,1,4,11,casual,107,4.99,1.56,533.93,532.37
2022-04-17,2,1,2,23,registered,72,4.99,1.56,359.28,357.72
2022-08-15,3,1,3,11,casual,80,4.99,1.56,399.20,397.64
2022-01-02,1,1,1,7,casual,0,4.99,1.56,0.00,-1.56
2022-08-26,3,1,0,18,casual,77,4.99,1.56,384.23,382.67
2022-05-14,2,1,1,21,casual,7,4.99,1.56,34.93,33.37
2022-10-15,4,1,1,2,casual,1,4.99,1.56,4.99,3.43
2022-12-04,4,1,2,0,registered,49,4.99,1.56,244.51,242.95
2022-06-10,2,1,0,0,casual,33,4.99,1.56,164.67,163.11
2022-03-01,1,1,4,2,casual,0,4.99,1.56,0.00,-1.56
2022-04-09,2,1,1,4,registered,3,4.99,1.56,14.97,13.41
2022-12-29,1,1,6,18,registered,102,4.99,1.56,508.98,507.42
2022-03-01,1,1,4,18,registered,498,4.99,1.56,2485.02,2483.46
2022-05-11,2,1,5,23,registered,142,4.99,1.56,708.58,707.02
2022-01-09,1,1,1,12,casual,10,4.99,1.56,49.90,48.34
2022-12-17,4,1,1,9,casual,11,4.99,1.56,54.89,53.33
2022-01-24,1,1,2,6,casual,1,4.99,1.56,4.99,3.43
2022-08-16,3,1,4,21,registered,273,4.99,1.56,1362.27,1360.71
2022-07-14,3,1,6,14,registered,363,4.99,1.56,1811.37,1809.81
2022-11-29,4,1,4,11,casual,13,4.99,1.56,64.87,63.31
2022-03-15,1,1,4,13,registered,211,4.99,1.56,1052.89,1051.33
2022-12-12,4,1,3,2,casual,5,4.99,1.56,24.95,23.39
2022-04-09,2,1,1,23,casual,6,4.99,1.56,29.94,28.38
2022-03-30,2,1,5,20,registered,192,4.99,1.56,958.08,956.52
2022-07-27,3,1,5,8,registered,642,4.99,1.56,3203.58,3202.02
2022-01-08,1,1,0,14,registered,253,4.99,1.56,1262.47,1260.91
2022-12-23,1,1,0,7,casual,3,4.99,1.56,14.97,13.41
2022-10-22,4,1,1,17,casual,84,4.99,1.56,419.16,417.60
2022-04-09,2,1,1,6,registered,108,4.99,1.56,538.92,537.36
2022-06-16,2,1,6,1,casual,16,4.99,1.56,79.84,78.28
2022-10-06,4,1,6,11,casual,258,4.99,1.56,1287.42,1285.86
2022-11-10,4,1,6,8,registered,130,4.99,1.56,648.70,647.14
2022-08-10,3,1,5,6,registered,41,4.99,1.56,204.59,203.03
2022-12-01,4,1,6,3,casual,1,4.99,1.56,4.99,3.43
2022-02-02,1,1,4,7,registered,201,4.99,1.56,1002.99,1001.43
2022-10-03,4,1,3,16,registered,436,4.99,1.56,2175.64,2174.08
2022-07-28,3,1,6,2,casual,14,4.99,1.56,69.86,68.30
2022-10-22,4,1,1,23,casual,20,4.99,1.56,99.80,98.24
2022-12-10,4,1,1,19,registered,409,4.99,1.56,2040.91,2039.35
2022-03-29,2,1,4,7,casual,14,4.99,1.56,69.86,68.30
2022-05-21,2,1,1,2,casual,2,4.99,1.56,9.98,8.42
2022-07-14,3,1,6,6,casual,6,4.99,1.56,29.94,28.38
2022-12-04,4,1,2,14,registered,231,4.99,1.56,1152.69,1151.13
2022-06-08,2,1,5,22,registered,230,4.99,1.56,1147.70,1146.14
2022-03-15,1,1,4,11,registered,151,4.99,1.56,753.49,751.93
2022-02-12,1,1,0,17,casual,4,4.99,1.56,19.96,18.40
2022-07-28,3,1,6,5,casual,4,4.99,1.56,19.96,18.40
2022-11-19,4,1,1,7,registered,381,4.99,1.56,1901.19,1899.63
2022-09-01,3,1,6,0,casual,22,4.99,1.56,109.78,108.22
2022-02-17,1,1,5,23,registered,72,4.99,1.56,359.28,357.72
2022-06-20,2,1,3,19,casual,90,4.99,1.56,449.10,447.54
2022-12-10,4,1,1,1,registered,4,4.99,1.56,19.96,18.40
2022-06-25,3,1,1,12,casual,74,4.99,1.56,369.26,367.70
2022-02-01,1,1,3,8,registered,505,4.99,1.56,2519.95,2518.39
2022-10-23,4,1,2,13,casual,59,4.99,1.56,294.41,292.85
2022-08-22,3,1,3,4,registered,7,4.99,1.56,34.93,33.37
2022-08-09,3,1,4,16,registered,320,4.99,1.56,1596.80,1595.24
2022-12-06,4,1,4,7,registered,381,4.99,1.56,1901.19,1899.63
2022-12-01,4,1,6,15,registered,371,4.99,1.56,1851.29,1849.73
2022-07-20,3,1,5,12,registered,233,4.99,1.56,1162.67,1161.11
2022-07-06,3,1,5,8,registered,557,4.99,1.56,2779.43,2777.87
2022-03-25,2,1,0,9,registered,92,4.99,1.56,459.08,457.52
2022-07-19,3,1,4,16,casual,70,4.99,1.56,349.30,347.74
2022-05-26,2,1,6,4,casual,0,4.99,1.56,0.00,-1.56
2022-06-27,3,1,3,16,casual,55,4.99,1.56,274.45,272.89
2022-08-28,3,1,2,10,casual,39,4.99,1.56,194.61,193.05
2022-08-20,3,1,1,23,casual,10,4.99,1.56,49.90,48.34
2022-11-18,4,1,0,6,casual,2,4.99,1.56,9.98,8.42
2022-01-25,1,1,3,1,casual,4,4.99,1.56,19.96,18.40
2022-02-04,1,1,6,12,registered,260,4.99,1.56,1297.40,1295.84
2022-04-24,2,1,2,3,casual,0,4.99,1.56,0.00,-1.56
2022-08-25,3,1,6,6,registered,25,4.99,1.56,124.75,123.19
2022-05-06,2,1,0,19,registered,266,4.99,1.56,1327.34,1325.78
2022-05-18,2,1,5,22,registered,194,4.99,1.56,968.06,966.50
2022-10-22,4,1,1,1,casual,0,4.99,1.56,0.00,-1.56
2022-07-10,3,1,2,14,registered,171,4.99,1.56,853.29,851.73
2022-12-15,4,1,6,1,registered,86,4.99,1.56,429.14,427.58
2022-06-22,3,1,5,7,registered,340,4.99,1.56,1696.60,1695.04
2022-09-21,3,1,5,1,casual,11,4.99,1.56,54.89,53.33
2022-02-05,1,1,0,16,registered,261,4.99,1.56,1302.39,1300.83
2022-01-29,1,1,0,19,registered,145,4.99,1.56,723.55,721.99
2022-08-04,3,1,6,8,casual,49,4.99,1.56,244.51,242.95
2022-09-02,3,1,0,17,casual,219,4.99,1.56,1092.81,1091.25
2022-03-12,1,1,1,17,registered,557,4.99,1.56,2779.43,2777.87
2022-12-22,1,1,6,2,registered,23,4.99,1.56,114.77,113.21
2022-05-03,2,1,4,19,casual,55,4.99,1.56,274.45,272.89
2022-05-13,2,1,0,18,casual,129,4.99,1.56,643.71,642.15
2022-12-24,1,1,1,1,casual,0,4.99,1.56,0.00,-1.56
2022-01-29,1,1,0,6,registered,4,4.99,1.56,19.96,18.40
2022-03-25,2,1,0,1,casual,24,4.99,1.56,119.76,118.20
2022-12-11,4,1,2,6,casual,0,4.99,1.56,0.00,-1.56
2022-09-03,3,1,1,3,casual,6,4.99,1.56,29.94,28.38
2022-06-21,3,1,4,20,registered,357,4.99,1.56,1781.43,1779.87
2022-10-01,4,1,1,17,casual,65,4.99,1.56,324.35,322.79
2022-05-18,2,1,5,13,casual,98,4.99,1.56,489.02,487.46
2022-12-16,4,1,0,8,registered,76,4.99,1.56,379.24,377.68
2022-04-04,2,1,3,11,casual,61,4.99,1.56,304.39,302.83
2022-07-04,3,1,3,0,registered,140,4.99,1.56,698.60,697.04
2022-12-07,4,1,5,1,registered,26,4.99,1.56,129.74,128.18
2022-11-22,4,1,4,23,registered,28,4.99,1.56,139.72,138.16
2022-03-17,1,1,6,10,casual,140,4.99,1.56,698.60,697.04
2022-05-07,2,1,1,14,casual,59,4.99,1.56,294.41,292.85
2022-07-01,3,1,0,13,casual,111,4.99,1.56,553.89,552.33
2022-09-07,3,1,5,20,casual,51,4.99,1.56,254.49,252.93
2022-04-10,2,1,2,19,casual,51,4.99,1.56,254.49,252.93
2022-10-19,4,1,5,4,casual,1,4.99,1.56,4.99,3.43
2022-10-09,4,1,2,2,registered,5,4.99,1.56,24.95,23.39
2022-10-01,4,1,1,0,registered,39,4.99,1.56,194.61,193.05
2022-03-17,1,1,6,2,registered,32,4.99,1.56,159.68,158.12
2022-02-28,1,1,2,19,registered,291,4.99,1.56,1452.09,1450.53
2022-05-21,2,1,1,15,registered,158,4.99,1.56,788.42,786.86
2022-06-18,2,1,1,14,casual,59,4.99,1.56,294.41,292.85
2022-03-21,2,1,3,10,casual,30,4.99,1.56,149.70,148.14
2022-10-26,4,1,5,7,casual,13,4.99,1.56,64.87,63.31
2022-07-24,3,1,2,6,casual,17,4.99,1.56,84.83,83.27
2022-05-25,2,1,5,10,registered,163,4.99,1.56,813.37,811.81
2022-03-19,1,1,1,10,registered,128,4.99,1.56,638.72,637.16
2022-04-13,2,1,5,6,registered,84,4.99,1.56,419.16,417.60
2022-09-02,3,1,0,2,registered,56,4.99,1.56,279.44,277.88
2022-01-28,1,1,6,7,registered,28,4.99,1.56,139.72,138.16
2022-07-13,3,1,5,5,casual,4,4.99,1.56,19.96,18.40
2022-01-03,1,1,2,15,registered,68,4.99,1.56,339.32,337.76
2022-09-20,3,1,4,1,registered,14,4.99,1.56,69.86,68.30
2022-08-30,3,1,4,20,casual,68,4.99,1.56,339.32,337.76
2022-08-22,3,1,3,1,registered,20,4.99,1.56,99.80,98.24
2022-11-19,4,1,1,21,registered,188,4.99,1.56,938.12,936.56
2022-01-06,1,1,5,16,registered,259,4.99,1.56,1292.41,1290.85
2022-10-10,4,1,3,21,registered,251,4.99,1.56,1252.49,1250.93
2022-08-16,3,1,4,18,casual,109,4.99,1.56,543.91,542.35
2022-06-05,2,1,2,5,casual,1,4.99,1.56,4.99,3.43
2022-06-08,2,1,5,15,casual,98,4.99,1.56,489.02,487.46
2022-01-06,1,1,5,19,registered,261,4.99,1.56,1302.39,1300.83
2022-10-26,4,1,5,22,registered,180,4.99,1.56,898.20,896.64
2022-01-09,1,1,1,11,registered,82,4.99,1.56,409.18,407.62
2022-12-23,1,1,0,17,casual,21,4.99,1.56,104.79,103.23
2022-01-05,1,1,4,9,registered,220,4.99,1.56,1097.80,1096.24
2022-08-09,3,1,4,6,registered,162,4.99,1.56,808.38,806.82
2022-04-13,2,1,5,13,casual,112,4.99,1.56,558.88,557.32
2022-05-14,2,1,1,8,registered,155,4.99,1.56,773.45,771.89
2022-12-10,4,1,1,4,casual,3,4.99,1.56,14.97,13.41
2022-01-02,1,1,1,19,registered,89,4.99,1.56,444.11,442.55
2022-02-19,1,1,0,11,casual,82,4.99,1.56,409.18,407.62
2022-03-19,1,1,1,3,casual,0,4.99,1.56,0.00,-1.56
2022-03-29,2,1,4,9,registered,299,4.99,1.56,1492.01,1490.45
2022-11-09,4,1,5,16,registered,377,4.99,1.56,1881.23,1879.67
2022-05-29,2,1,2,13,casual,63,4.99,1.56,314.37,312.81
2022-08-23,3,1,4,20,registered,404,4.99,1.56,2015.96,2014.40
2022-03-24,2,1,6,21,casual,16,4.99,1.56,79.84,78.28
2022-07-18,3,1,3,12,casual,36,4.99,1.56,179.64,178.08
2022-02-20,1,1,1,2,casual,1,4.99,1.56,4.99,3.43
2022-08-01,3,1,3,10,casual,61,4.99,1.56,304.39,302.83
2022-09-18,3,1,2,2,casual,0,4.99,1.56,0.00,-1.56
2022-02-12,1,1,0,1,casual,0,4.99,1.56,0.00,-1.56
2022-07-09,3,1,1,8,registered,429,4.99,1.56,2140.71,2139.15
2022-05-25,2,1,5,19,registered,293,4.99,1.56,1462.07,1460.51
2022-03-30,2,1,5,8,casual,38,4.99,1.56,189.62,188.06
2022-02-02,1,1,4,3,casual,0,4.99,1.56,0.00,-1.56
2022-08-21,3,1,2,19,casual,56,4.99,1.56,279.44,277.88
2022-05-25,2,1,5,21,registered,193,4.99,1.56,963.07,961.51
2022-11-10,4,1,6,15,registered,351,4.99,1.56,1751.49,1749.93
2022-05-28,2,1,1,6,registered,14,4.99,1.56,69.86,68.30
2022-08-06,3,1,1,11,registered,152,4.99,1.56,758.48,756.92
2022-01-18,1,1,3,9,registered,196,4.99,1.56,978.04,976.48
2022-11-18,4,1,0,3,casual,9,4.99,1.56,44.91,43.35
2022-07-03,3,1,2,1,registered,9,4.99,1.56,44.91,43.35
2022-07-01,3,1,0,11,casual,121,4.99,1.56,603.79,602.23
2022-03-20,1,1,2,9,casual,41,4.99,1.56,204.59,203.03
2022-03-06,1,1,2,9,casual,11,4.99,1.56,54.89,53.33
2022-08-26,3,1,0,2,registered,104,4.99,1.56,518.96,517.40
2022-08-07,3,1,2,2,registered,7,4.99,1.56,34.93,33.37
2022-04-05,2,1,4,15,registered,171,4.99,1.56,853.29,851.73
2022-06-23,3,1,6,12,casual,203,4.99,1.56,1012.97,1011.41
2022-04-21,2,1,6,22,registered,90,4.99,1.56,449.10,447.54
2022-02-28,1,1,3,12,casual,1,4.99,1.56,4.99,3.43
2022-03-26,2,1,1,12,casual,63,4.99,1.56,314.37,312.81
2022-11-14,4,1,3,12,casual,40,4.99,1.56,199.60,198.04
2022-12-12,4,1,3,22,registered,118,4.99,1.56,588.82,587.26
2022-04-02,2,1,1,7,registered,294,4.99,1.56,1467.06,1465.50
2022-05-21,2,1,1,1,casual,4,4.99,1.56,19.96,18.40
2022-06-16,2,1,6,9,registered,279,4.99,1.56,1392.21,1390.65
2022-01-17,1,1,2,7,registered,121,4.99,1.56,603.79,602.23
2022-11-26,4,1,1,12,registered,188,4.99,1.56,938.12,936.56
2022-08-26,3,1,0,9,registered,196,4.99,1.56,978.04,976.48
2022-07-25,3,1,3,5,registered,54,4.99,1.56,269.46,267.90
2022-04-07,2,1,6,20,casual,73,4.99,1.56,364.27,362.71
2022-06-13,2,1,3,11,registered,182,4.99,1.56,908.18,906.62
2022-10-08,4,1,1,3,casual,2,4.99,1.56,9.98,8.42
2022-04-09,2,1,1,3,casual,0,4.99,1.56,0.00,-1.56
2022-06-19,2,1,2,12,casual,70,4.99,1.56,349.30,347.74
2022-11-13,4,1,2,14,registered,169,4.99,1.56,843.31,841.75
2022-02-27,1,1,1,8,registered,514,4.99,1.56,2564.86,2563.30
2022-05-30,2,1,3,18,casual,50,4.99,1.56,249.50,247.94
2022-11-02,4,1,5,1,registered,19,4.99,1.56,94.81,93.25
2022-04-29,2,1,0,2,casual,4,4.99,1.56,19.96,18.40
2022-03-29,2,1,4,13,casual,50,4.99,1.56,249.50,247.94
2022-06-12,2,1,2,23,casual,11,4.99,1.56,54.89,53.33
2022-06-04,2,1,1,17,registered,733,4.99,1.56,3657.67,3656.11
2022-11-12,4,1,1,13,casual,108,4.99,1.56,538.92,537.36
2022-11-20,4,1,2,2,casual,0,4.99,1.56,0.00,-1.56
2022-07-27,3,1,5,17,casual,101,4.99,1.56,503.99,502.43
2022-11-18,4,1,0,4,registered,8,4.99,1.56,39.92,38.36
2022-06-17,2,1,0,23,casual,29,4.99,1.56,144.71,143.15
2022-02-21,1,1,2,5,registered,15,4.99,1.56,74.85,73.29
2022-08-07,3,1,2,14,registered,185,4.99,1.56,923.15,921.59
2022-10-30,4,1,2,22,registered,64,4.99,1.56,319.36,317.80
2022-09-10,3,1,1,12,casual,76,4.99,1.56,379.24,377.68
2022-10-08,4,1,1,7,registered,151,4.99,1.56,753.49,751.93
2022-03-25,2,1,0,4,casual,1,4.99,1.56,4.99,3.43
2022-04-08,2,1,0,18,registered,159,4.99,1.56,793.41,791.85
2022-02-23,1,1,4,15,registered,171,4.99,1.56,853.29,851.73
2022-06-20,2,1,3,9,casual,40,4.99,1.56,199.60,198.04
2022-03-02,1,1,5,3,casual,0,4.99,1.56,0.00,-1.56
2022-12-25,1,1,2,5,registered,1,4.99,1.56,4.99,3.43
2022-01-14,1,1,6,9,casual,3,4.99,1.56,14.97,13.41
2022-11-17,4,1,6,6,registered,21,4.99,1.56,104.79,103.23
2022-01-19,1,1,4,0,casual,0,4.99,1.56,0.00,-1.56
2022-10-24,4,1,3,23,registered,111,4.99,1.56,553.89,552.33
2022-04-04,2,1,3,13,casual,70,4.99,1.56,349.30,347.74
2022-03-07,1,1,3,22,casual,10,4.99,1.56,49.90,48.34
2022-07-23,3,1,1,2,registered,14,4.99,1.56,69.86,68.30
2022-02-07,1,1,2,18,casual,10,4.99,1.56,49.90,48.34
2022-06-29,3,1,5,19,registered,303,4.99,1.56,1511.97,1510.41
2022-11-27,4,1,2,16,registered,252,4.99,1.56,1257.48,1255.92
2022-09-23,4,1,0,10,registered,351,4.99,1.56,1751.49,1749.93
2022-04-11,2,1,3,1,registered,9,4.99,1.56,44.91,43.35
2022-01-26,1,1,4,19,casual,11,4.99,1.56,54.89,53.33
2022-12-08,4,1,6,1,registered,84,4.99,1.56,419.16,417.60
2022-10-31,4,1,3,6,registered,116,4.99,1.56,578.84,577.28
2022-05-25,2,1,5,23,casual,34,4.99,1.56,169.66,168.10
2022-02-19,1,1,0,1,registered,62,4.99,1.56,309.38,307.82
2022-01-26,1,1,4,1,registered,16,4.99,1.56,79.84,78.28
2022-01-16,1,1,1,21,casual,3,4.99,1.56,14.97,13.41
2022-04-29,2,1,0,7,casual,7,4.99,1.56,34.93,33.37
2022-05-09,2,1,3,13,casual,50,4.99,1.56,249.50,247.94
2022-08-06,3,1,1,7,registered,393,4.99,1.56,1961.07,1959.51
2022-06-11,2,1,1,15,casual,72,4.99,1.56,359.28,357.72
2022-12-26,1,1,3,11,registered,10,4.99,1.56,49.90,48.34
2022-09-07,3,1,5,15,registered,265,4.99,1.56,1322.35,1320.79
2022-06-04,2,1,1,2,casual,1,4.99,1.56,4.99,3.43
2022-08-10,3,1,5,13,casual,66,4.99,1.56,329.34,327.78
2022-05-07,2,1,1,15,registered,186,4.99,1.56,928.14,926.58
2022-10-27,4,1,6,13,casual,310,4.99,1.56,1546.90,1545.34
2022-09-02,3,1,0,4,registered,15,4.99,1.56,74.85,73.29
2022-06-14,2,1,4,20,registered,351,4.99,1.56,1751.49,1749.93
2022-03-08,1,1,4,17,casual,52,4.99,1.56,259.48,257.92
2022-05-02,2,1,3,16,casual,54,4.99,1.56,269.46,267.90
2022-09-03,3,1,1,17,casual,181,4.99,1.56,903.19,901.63
2022-05-20,2,1,0,21,casual,51,4.99,1.56,254.49,252.93
2022-06-29,3,1,5,22,casual,34,4.99,1.56,169.66,168.10
2022-11-23,4,1,5,7,registered,72,4.99,1.56,359.28,357.72
2022-08-05,3,1,0,21,casual,51,4.99,1.56,254.49,252.93
2022-10-03,4,1,3,0,registered,47,4.99,1.56,234.53,232.97
2022-09-26,4,1,3,20,casual,45,4.99,1.56,224.55,222.99
2022-03-14,1,1,3,18,casual,102,4.99,1.56,508.98,507.42
2022-05-12,2,1,6,22,casual,62,4.99,1.56,309.38,307.82
2022-04-10,2,1,2,9,casual,16,4.99,1.56,79.84,78.28
2022-03-11,1,1,0,20,registered,129,4.99,1.56,643.71,642.15
2022-09-11,3,1,2,18,casual,110,4.99,1.56,548.90,547.34
2022-08-20,3,1,1,12,registered,216,4.99,1.56,1077.84,1076.28
2022-06-22,3,1,5,5,registered,35,4.99,1.56,174.65,173.09
2022-06-24,3,1,0,16,casual,181,4.99,1.56,903.19,901.63
2022-04-15,2,1,0,9,registered,154,4.99,1.56,768.46,766.90
2022-04-10,2,1,2,1,registered,9,4.99,1.56,44.91,43.35
2022-10-23,4,1,2,5,registered,49,4.99,1.56,244.51,242.95
2022-05-06,2,1,0,10,registered,221,4.99,1.56,1102.79,1101.23
2022-04-05,2,1,4,10,casual,88,4.99,1.56,439.12,437.56
2022-11-23,4,1,5,9,registered,80,4.99,1.56,399.20,397.64
2022-01-06,1,1,5,13,casual,16,4.99,1.56,79.84,78.28
2022-08-20,3,1,1,18,casual,89,4.99,1.56,444.11,442.55
2022-08-06,3,1,1,15,registered,183,4.99,1.56,913.17,911.61
2022-09-12,3,1,3,22,registered,189,4.99,1.56,943.11,941.55
2022-05-03,2,1,4,14,casual,33,4.99,1.56,164.67,163.11
2022-03-18,1,1,0,7,casual,17,4.99,1.56,84.83,83.27
2022-09-21,3,1,5,19,casual,95,4.99,1.56,474.05,472.49
2022-11-29,4,1,4,8,casual,15,4.99,1.56,74.85,73.29
2022-03-05,1,1,1,13,registered,109,4.99,1.56,543.91,542.35
2022-12-30,1,1,0,21,registered,42,4.99,1.56,209.58,208.02
2022-08-03,3,1,5,7,casual,25,4.99,1.56,124.75,123.19
2022-08-31,3,1,5,3,casual,3,4.99,1.56,14.97,13.41
2022-07-25,3,1,3,15,casual,94,4.99,1.56,469.06,467.50
2022-10-06,4,1,6,20,casual,75,4.99,1.56,374.25,372.69
2022-12-24,1,1,1,16,casual,6,4.99,1.56,29.94,28.38
2022-09-30,4,1,0,17,casual,195,4.99,1.56,973.05,971.49
2022-02-11,1,1,6,2,registered,24,4.99,1.56,119.76,118.20
2022-07-24,3,1,2,18,casual,110,4.99,1.56,548.90,547.34
2022-01-16,1,1,1,22,registered,39,4.99,1.56,194.61,193.05
2022-07-03,3,1,2,11,registered,151,4.99,1.56,753.49,751.93
2022-11-21,4,1,3,5,casual,1,4.99,1.56,4.99,3.43
2022-06-19,2,1,2,6,registered,152,4.99,1.56,758.48,756.92
2022-02-08,1,1,3,7,casual,5,4.99,1.56,24.95,23.39
2022-09-05,3,1,3,8,registered,692,4.99,1.56,3453.08,3451.52
2022-11-22,4,1,4,23,casual,8,4.99,1.56,39.92,38.36
2022-10-22,4,1,1,2,casual,1,4.99,1.56,4.99,3.43
2022-04-16,2,1,1,18,casual,87,4.99,1.56,434.13,432.57
2022-03-31,2,1,6,22,casual,40,4.99,1.56,199.60,198.04
2022-12-28,1,1,5,12,registered,150,4.99,1.56,748.50,746.94
2022-08-21,3,1,2,4,registered,4,4.99,1.56,19.96,18.40
2022-12-28,1,1,5,14,registered,177,4.99,1.56,883.23,881.67
2022-12-14,4,1,5,12,registered,244,4.99,1.56,1217.56,1216.00
2022-07-21,3,1,6,22,casual,40,4.99,1.56,199.60,198.04
2022-01-19,1,1,4,8,registered,414,4.99,1.56,2065.86,2064.30
2022-05-16,2,1,3,3,registered,5,4.99,1.56,24.95,23.39
2022-12-25,1,1,2,14,registered,68,4.99,1.56,339.32,337.76
2022-06-16,2,1,6,21,registered,192,4.99,1.56,958.08,956.52
2022-01-27,1,1,5,5,registered,24,4.99,1.56,119.76,118.20
2022-05-30,2,1,3,11,casual,53,4.99,1.56,264.47,262.91
2022-08-14,3,1,2,11,registered,127,4.99,1.56,633.73,632.17
2022-12-20,4,1,4,15,registered,216,4.99,1.56,1077.84,1076.28
2022-11-14,4,1,3,22,casual,6,4.99,1.56,29.94,28.38
2022-07-21,3,1,6,3,casual,7,4.99,1.56,34.93,33.37
2022-12-13,4,1,4,1,registered,19,4.99,1.56,94.81,93.25
2022-04-29,2,1,0,20,casual,45,4.99,1.56,224.55,222.99
2022-09-06,3,1,4,2,registered,7,4.99,1.56,34.93,33.37
2022-05-09,2,1,3,17,casual,76,4.99,1.56,379.24,377.68
2022-04-24,2,1,2,16,registered,308,4.99,1.56,1536.92,1535.36
2022-05-24,2,1,4,8,registered,659,4.99,1.56,3288.41,3286.85
2022-11-20,4,1,2,11,registered,160,4.99,1.56,798.40,796.84
2022-11-12,4,1,1,3,casual,1,4.99,1.56,4.99,3.43
2022-10-05,4,1,5,19,casual,67,4.99,1.56,334.33,332.77
2022-03-21,2,1,3,15,casual,68,4.99,1.56,339.32,337.76
2022-11-25,4,1,0,4,casual,1,4.99,1.56,4.99,3.43
2022-05-06,2,1,0,5,casual,1,4.99,1.56,4.99,3.43
2022-07-18,3,1,3,15,casual,42,4.99,1.56,209.58,208.02
2022-12-04,4,1,2,18,registered,693,4.99,1.56,3458.07,3456.51
2022-05-19,2,1,6,20,casual,118,4.99,1.56,588.82,587.26
2022-11-24,4,1,6,6,casual,1,4.99,1.56,4.99,3.43
2022-10-07,4,1,0,18,casual,24,4.99,1.56,119.76,118.20
2022-10-19,4,1,5,18,casual,21,4.99,1.56,104.79,103.23
2022-01-22,1,1,0,2,registered,46,4.99,1.56,229.54,227.98
2022-07-20,3,1,5,9,casual,45,4.99,1.56,224.55,222.99
2022-12-10,4,1,1,2,casual,2,4.99,1.56,9.98,8.42
2022-07-31,3,1,2,19,registered,524,4.99,1.56,2614.76,2613.20
2022-11-06,4,1,2,9,registered,338,4.99,1.56,1686.62,1685.06
2022-07-06,3,1,5,22,casual,78,4.99,1.56,389.22,387.66
2022-12-16,4,1,0,9,casual,19,4.99,1.56,94.81,93.25
2022-02-16,1,1,4,9,casual,3,4.99,1.56,14.97,13.41
2022-08-13,3,1,1,3,registered,5,4.99,1.56,24.95,23.39
2022-10-19,4,1,5,12,registered,258,4.99,1.56,1287.42,1285.86
2022-09-30,4,1,0,4,registered,6,4.99,1.56,29.94,28.38
2022-06-14,2,1,4,18,registered,716,4.99,1.56,3572.84,3571.28
2022-03-25,2,1,0,20,casual,63,4.99,1.56,314.37,312.81
2022-01-23,1,1,1,12,casual,10,4.99,1.56,49.90,48.34
2022-03-27,2,1,2,9,casual,8,4.99,1.56,39.92,38.36
2022-11-04,4,1,0,16,casual,119,4.99,1.56,593.81,592.25
2022-06-07,2,1,4,0,registered,50,4.99,1.56,249.50,247.94
2022-12-14,4,1,5,8,casual,13,4.99,1.56,64.87,63.31
2022-04-03,2,1,2,11,casual,91,4.99,1.56,454.09,452.53
2022-09-17,3,1,1,12,registered,233,4.99,1.56,1162.67,1161.11
2022-09-11,3,1,2,7,registered,572,4.99,1.56,2854.28,2852.72
2022-02-19,1,1,0,13,registered,197,4.99,1.56,983.03,981.47
2022-07-30,3,1,1,15,registered,185,4.99,1.56,923.15,921.59
2022-04-07,2,1,6,19,registered,243,4.99,1.56,1212.57,1211.01
2022-07-05,3,1,4,3,casual,2,4.99,1.56,9.98,8.42
2022-11-22,4,1,4,6,casual,2,4.99,1.56,9.98,8.42
2022-09-27,4,1,4,4,registered,6,4.99,1.56,29.94,28.38
2022-11-04,4,1,0,2,casual,6,4.99,1.56,29.94,28.38
2022-09-03,3,1,1,13,registered,357,4.99,1.56,1781.43,1779.87
2022-04-05,2,1,4,4,casual,0,4.99,1.56,0.00,-1.56
2022-11-11,4,1,0,17,casual,151,4.99,1.56,753.49,751.93
2022-08-30,3,1,4,21,casual,32,4.99,1.56,159.68,158.12
2022-06-05,2,1,2,1,registered,18,4.99,1.56,89.82,88.26
2022-02-02,1,1,4,4,registered,1,4.99,1.56,4.99,3.43
2022-05-04,2,1,5,21,casual,49,4.99,1.56,244.51,242.95
2022-02-08,1,1,3,4,casual,0,4.99,1.56,0.00,-1.56
2022-08-06,3,1,1,5,casual,2,4.99,1.56,9.98,8.42
2022-12-13,4,1,4,20,casual,6,4.99,1.56,29.94,28.38
